,Unnamed: 0,ST_NAME,YEAR,AC,CANDIDATE,SEX,AGE,CATEGORY,PARTY,VOTES
6655,128287,HARYANA,2009,41 RATIA,6 BIRA RAM,M,42.0,SC,CPM,2173.0
6656,128288,HARYANA,2009,41 RATIA,7 GURDEEP SINGH,M,48.0,SC,IND,2044.0
6657,128289,HARYANA,2009,41 RATIA,8 SURENDER KUMAR,M,32.0,SC,IND,1310.0
6658,128290,HARYANA,2009,41 RATIA,9 MANJEET,M,44.0,SC,IND,892.0
6659,128291,HARYANA,2009,41 RATIA,10 JAGINDER SINGH,M,60.0,SC,IND,728.0
6660,128292,HARYANA,2009,41 RATIA,11 JARNAIL SINGH S/O ARJAN,M,40.0,SC,IND,519.0
6661,128293,HARYANA,2009,41 RATIA,12 ROSHAN LAL,M,25.0,SC,SMBHP,379.0
6662,128294,HARYANA,2009,42 KALAWALI,1 CHARANJEET SINGH,M,40.0,SC,SAD,59064.0
6663,128295,HARYANA,2009,42 KALAWALI,2 DR. SUSHIL KUMAR INDORA,M,49.0,SC,INC,46520.0
6664,128296,HARYANA,2009,42 KALAWALI,3 MAJOR SINGH,M,39.0,SC,BSP,5047.0
6665,128297,HARYANA,2009,42 KALAWALI,3 MAJOR SINGH,M,39.0,SC,BSP,5047.0
6666,128298,HARYANA,2009,42 KALAWALI,4 PROF. RAJESH VAID,M,35.0,SC,HJCBL,2125.0
6667,128299,HARYANA,2009,42 KALAWALI,5 RAJ KUMAR NAGAR,M,38.0,SC,SP,1192.0
6668,128300,HARYANA,2009,42 KALAWALI,6 RATTAN LAL BAMNIA,M,53.0,SC,BJP,1136.0
6669,128301,HARYANA,2009,42 KALAWALI,7 JASVIR SINGH,M,36.0,SC,IND,765.0
6670,128302,HARYANA,2009,43 DABWALI,1 AJAY SINGH CHAUTALA,M,48.0,GEN,INLD,64868.0
6671,128303,HARYANA,2009,43 DABWALI,2 DR. K.V. SINGH,M,62.0,GEN,INC,52760.0
6672,128304,HARYANA,2009,43 DABWALI,3 RAVINDER SINGH CHAUTALA,M,40.0,GEN,IND,8344.0
6673,128305,HARYANA,2009,43 DABWALI,4 PREET MAHENDER SINGH,M,42.0,GEN,BSP,3240.0
6674,128306,HARYANA,2009,43 DABWALI,5 JAGDEV SINGH,M,56.0,GEN,IND,2679.0
6675,128307,HARYANA,2009,43 DABWALI,6 KULDEEP SINGH,M,51.0,GEN,HJCBL,1916.0
6676,128308,HARYANA,2009,43 DABWALI,7 RENU,F,46.0,GEN,BJP,1056.0
6677,128309,HARYANA,2009,43 DABWALI,8 RAJBIR SINGH,M,25.0,GEN,SMBHP,774.0
6678,128310,HARYANA,2009,43 DABWALI,9 GAGANDEEP,M,34.0,GEN,IND,523.0
6679,128311,HARYANA,2009,43 DABWALI,10 MANJU BALA,F,37.0,GEN,IND,252.0
6680,128312,HARYANA,2009,44 RANIA,1 KRISHAN LAL S/O RAM,M,50.0,GEN,INLD,48241.0
6681,128313,HARYANA,2009,44 RANIA,1 KRISHAN LAL S/O RAM,M,50.0,GEN,INLD,48241.0
6682,128314,HARYANA,2009,44 RANIA,2 RANJIT SINGH,M,63.0,GEN,INC,44590.0
6683,128315,HARYANA,2009,44 RANIA,3 SATDEV,M,45.0,GEN,IND,11338.0
6684,128316,HARYANA,2009,44 RANIA,4 VEER SINGH,M,46.0,GEN,BSP,7449.0
6685,128317,HARYANA,2009,44 RANIA,5 GURMIT SINGH,M,54.0,GEN,HJCBL,3695.0
6686,128318,HARYANA,2009,44 RANIA,6 SWARAN SINGH VIRK,M,61.0,GEN,CPI,3231.0
6687,128319,HARYANA,2009,44 RANIA,7 SHISHPAL KAMBOJ,M,54.0,GEN,BJP,998.0
6688,128320,HARYANA,2009,44 RANIA,8 SAGAR MAL,M,49.0,GEN,IND,902.0
6689,128321,HARYANA,2009,44 RANIA,9 VIRENDER KUMAR,M,29.0,GEN,IND,555.0
6690,128322,HARYANA,2009,44 RANIA,10 KRISHAN LAL S/O HANS RAJ,M,46.0,GEN,IND,242.0
6691,128323,HARYANA,2009,44 RANIA,11 OM PARKASH,M,38.0,GEN,IND,137.0
6692,128324,HARYANA,2009,45 SIRSA,1 GOPAL KANDA,M,44.0,GEN,IND,38147.0
6693,128325,HARYANA,2009,45 SIRSA,2 PADAM CHAND,M,53.0,GEN,INLD,31678.0
6694,128326,HARYANA,2009,45 SIRSA,3 LACHHMAN DASS ARORA,M,78.0,GEN,INC,30328.0
6695,128327,HARYANA,2009,45 SIRSA,4 VEER BHAN,M,56.0,GEN,HJCBL,8346.0
6696,128328,HARYANA,2009,45 SIRSA,5 ROHTASH JANGRA,M,51.0,GEN,BJP,1702.0
6697,128329,HARYANA,2009,45 SIRSA,6 SHANTI SWAROOP,M,49.0,SC,BSP,952.0
6698,128330,HARYANA,2009,45 SIRSA,7 JAMNA BAI,F,58.0,GEN,IND,893.0
6699,128331,HARYANA,2009,45 SIRSA,8 SUNITA DEVI,F,46.0,GEN,IND,742.0
6700,128332,HARYANA,2009,45 SIRSA,9 BALBIR KAUR ADVOCATE,F,45.0,GEN,CPM,554.0
6701,128333,HARYANA,2009,45 SIRSA,10 SURESH KUMAR,M,33.0,GEN,IND,422.0
6702,128334,HARYANA,2009,45 SIRSA,11 KRISHAN KUMAR,M,62.0,GEN,IND,352.0
6703,128335,HARYANA,2009,45 SIRSA,12 SHAYAM SUNDER MONGA,M,59.0,GEN,IND,336.0
6704,128336,HARYANA,2009,45 SIRSA,13 VINOD KUMAR,M,26.0,GEN,SMBHP,335.0
6705,128337,HARYANA,2009,45 SIRSA,14 PAWAN KUMAR,M,28.0,GEN,IND,272.0
6706,128338,HARYANA,2009,45 SIRSA,15 RAKESH SHARMA,M,30.0,GEN,RLD,227.0
6707,128339,HARYANA,2009,45 SIRSA,16 NASEEB SINGH,M,28.0,SC,IND,166.0
6708,128340,HARYANA,2009,45 SIRSA,17 SURINDER KUMAR,M,47.0,GEN,IND,158.0
6709,128341,HARYANA,2009,45 SIRSA,18 BHUPENDER SINGH,M,29.0,GEN,NCP,121.0
6710,128342,HARYANA,2009,45 SIRSA,19 JUGAL KISHOR KANDA,M,63.0,GEN,IND,94.0
6711,128343,HARYANA,2009,46 ELLENABAD,1 OM PARKASH CHAUTALA,M,72.0,GEN,INLD,64567.0
6712,128344,HARYANA,2009,46 ELLENABAD,2 BHARAT SINGH BENIWAL,M,55.0,GEN,INC,48144.0
6713,128345,HARYANA,2009,46 ELLENABAD,3 AMIR CHAND MEHTA,M,47.0,GEN,BJP,3618.0
6714,128346,HARYANA,2009,46 ELLENABAD,4 DEVI LAL BENIWAL,M,66.0,GEN,HJCBL,3360.0
6715,128347,HARYANA,2009,46 ELLENABAD,5 PARSHAN SINGH KHOSA,M,49.0,GEN,BSP,2605.0
6716,128348,HARYANA,2009,46 ELLENABAD,6 SUDHIR KUMAR BENIWAL,M,29.0,GEN,SMBHP,816.0
6717,128349,HARYANA,2009,46 ELLENABAD,7 RAJERAM KASNIYA,M,52.0,GEN,IND,748.0
6718,128350,HARYANA,2009,46 ELLENABAD,8 INDERPAL MISTRI,M,39.0,GEN,IND,455.0
6719,128351,HARYANA,2009,47 ADAMPUR,1 KULDEEP BISHNOI,M,41.0,GEN,HJCBL,48224.0
6720,128352,HARYANA,2009,47 ADAMPUR,2 JAI PRAKASH,M,56.0,GEN,INC,42209.0
6721,128353,HARYANA,2009,47 ADAMPUR,3 RAJESH GODARA,M,39.0,GEN,INLD,8676.0
6722,128354,HARYANA,2009,47 ADAMPUR,4 RAJESH KUMAR,M,29.0,GEN,BSP,2930.0
6723,128355,HARYANA,2009,47 ADAMPUR,5 PAWAN KHARIA,M,39.0,GEN,BJP,1210.0
6724,128356,HARYANA,2009,47 ADAMPUR,6 SANTLAL,M,34.0,GEN,IND,938.0
6725,128357,HARYANA,2009,47 ADAMPUR,7 SUNIL KUMAR,M,27.0,GEN,SMBHP,492.0
6726,128358,HARYANA,2009,47 ADAMPUR,8 RAMSARUP,M,42.0,GEN,IND,389.0
6727,128359,HARYANA,2009,47 ADAMPUR,9 YAGDUTT,M,40.0,GEN,IND,189.0
6728,128360,HARYANA,2009,47 ADAMPUR,10 RAJENDER SURA,M,47.0,GEN,IND,99.0
6729,128361,HARYANA,2009,48 UKLANA,1 NARESH SELWAL,M,35.0,SC,INC,45973.0
6730,128362,HARYANA,2009,48 UKLANA,2 SEEMA DEVI,F,36.0,SC,INLD,42235.0
6731,128363,HARYANA,2009,48 UKLANA,3 RAJBALA,F,39.0,SC,HJCBL,14820.0
6732,128364,HARYANA,2009,48 UKLANA,4 SANDEEP,M,25.0,SC,BSP,3469.0
6733,128365,HARYANA,2009,48 UKLANA,5 NARSINGH DASS,M,41.0,SC,BJP,2911.0
6734,128366,HARYANA,2009,48 UKLANA,6 KAVITA,F,26.0,SC,SMBHP,881.0
6735,128367,HARYANA,2009,48 UKLANA,7 MAHENDER SINGH,M,40.0,SC,IND,704.0
6736,128368,HARYANA,2009,48 UKLANA,8 RAGHUVIR SINGH,M,39.0,SC,IND,660.0
6737,128369,HARYANA,2009,49 NARNAUND,1 SAROJ,F,48.0,GEN,INLD,48322.0
6738,128370,HARYANA,2009,49 NARNAUND,2 RAM KUMAR,M,63.0,GEN,INC,38225.0
6739,128371,HARYANA,2009,49 NARNAUND,3 ABHIMANYU,M,41.0,GEN,BJP,37949.0
6740,128372,HARYANA,2009,49 NARNAUND,4 BHAL SINGH,M,43.0,GEN,BSP,2252.0
6741,128373,HARYANA,2009,49 NARNAUND,5 ROOPENDER RANA,M,27.0,GEN,IND,975.0
6742,128374,HARYANA,2009,49 NARNAUND,6 ISHWAR SINGH,M,46.0,GEN,SP,369.0
6743,128375,HARYANA,2009,49 NARNAUND,7 ANIL KUMAR,M,27.0,GEN,SMBHP,344.0
6744,128376,HARYANA,2009,49 NARNAUND,8 ARYA SATISH KUMAR,M,32.0,GEN,RARS,290.0
6745,128377,HARYANA,2009,49 NARNAUND,9 RAJESH,M,37.0,GEN,IND,267.0
6746,128378,HARYANA,2009,49 NARNAUND,10 RAM AVTAR,M,51.0,GEN,IND,183.0
6747,128379,HARYANA,2009,50 HANSI,1 VINOD BHAYANA,M,51.0,GEN,HJCBL,36529.0
6748,128380,HARYANA,2009,50 HANSI,2 PROF. CHATTAR PAL SINGH,M,49.0,GEN,INC,30246.0
6749,128381,HARYANA,2009,50 HANSI,3 DHARA SINGH,M,64.0,GEN,INLD,19438.0
6750,128382,HARYANA,2009,50 HANSI,4 MANGE RAM,M,40.0,GEN,BSP,7679.0
6751,128383,HARYANA,2009,50 HANSI,5 MAMAN RAM,M,59.0,GEN,BJP,6165.0
6752,128384,HARYANA,2009,50 HANSI,6 RAM KISHAN,M,54.0,GEN,IND,1809.0
6753,128385,HARYANA,2009,50 HANSI,7 RAMESH CHANDER,M,42.0,GEN,SMBHP,1474.0
6754,128386,HARYANA,2009,50 HANSI,8 DEVENDER SINGH,M,45.0,GEN,IND,1015.0
6755,128387,HARYANA,2009,50 HANSI,9 VINOD,M,35.0,GEN,IND,552.0
6756,128388,HARYANA,2009,50 HANSI,10 RAJBIR,M,42.0,GEN,IND,303.0
6757,128389,HARYANA,2009,50 HANSI,11 SATYAWAN DUHAN,M,42.0,GEN,NCP,297.0
6758,128390,HARYANA,2009,50 HANSI,12 VIJAY KUMAR,M,27.0,SC,RASJP,188.0
6759,128391,HARYANA,2009,50 HANSI,13 ARJUN,M,45.0,GEN,IND,181.0
6760,128392,HARYANA,2009,50 HANSI,14 VAID RATTAN DEV JANGRA,M,57.0,GEN,RASAP,162.0
6761,128393,HARYANA,2009,50 HANSI,15 MANOJ,M,29.0,GEN,IND,159.0
6762,128394,HARYANA,2009,50 HANSI,16 AJAY ALIAS SETHI,M,38.0,GEN,IND,116.0
6763,128395,HARYANA,2009,51 BARWALA,1 RAM NIWAS GHORELA,M,41.0,GEN,INC,29998.0
6764,128396,HARYANA,2009,51 BARWALA,2 SHEELA BHAYAN,F,45.0,GEN,INLD,20602.0
6765,128397,HARYANA,2009,51 BARWALA,3 SUBHASH TAK,M,37.0,GEN,HJCBL,18785.0
6766,128398,HARYANA,2009,51 BARWALA,4 JOGI RAM SIHAG,M,48.0,GEN,IND,11122.0
6767,128399,HARYANA,2009,51 BARWALA,5 BALWAN SINGH ARYA,M,37.0,GEN,BSP,4768.0
6768,128400,HARYANA,2009,51 BARWALA,6 JITENDER JOG,M,41.0,GEN,BJP,3854.0
6769,128401,HARYANA,2009,51 BARWALA,7 COMRADE SURESH KUMAR,M,49.0,GEN,CPM,1504.0
6770,128402,HARYANA,2009,51 BARWALA,8 ANANT RAM,M,52.0,GEN,RARS,753.0
6771,128403,HARYANA,2009,51 BARWALA,9 RAJIV,M,37.0,GEN,IND,586.0
6772,128404,HARYANA,2009,51 BARWALA,10 KAMLESH SIHAG,F,40.0,GEN,IND,461.0
6773,128405,HARYANA,2009,51 BARWALA,11 MAHESH KUMAR,M,44.0,GEN,IND,451.0
6774,128406,HARYANA,2009,51 BARWALA,12 JAGBIR,M,40.0,GEN,NCP,335.0
6775,128407,HARYANA,2009,51 BARWALA,13 BALJEET SINGH POONIA,M,42.0,GEN,IND,321.0
6776,128408,HARYANA,2009,51 BARWALA,14 BALWAN,M,62.0,GEN,IND,228.0
6777,128409,HARYANA,2009,51 BARWALA,15 RAJKUMAR,M,45.0,GEN,IND,175.0
6778,128410,HARYANA,2009,51 BARWALA,16 MANOJ KUMAR,M,44.0,GEN,IND,148.0
6779,128411,HARYANA,2009,51 BARWALA,17 ARVIND KUMAR,M,30.0,GEN,IND,137.0
6780,128412,HARYANA,2009,51 BARWALA,18 ROSHAN LAL,M,28.0,GEN,SMBHP,117.0
6781,128413,HARYANA,2009,52 HISAR,1 SAVITRI JINDAL,F,59.0,GEN,INC,32866.0
6782,128414,HARYANA,2009,52 HISAR,2 GAUTAM SARDANA,M,34.0,GEN,IND,18138.0
6783,128415,HARYANA,2009,52 HISAR,3 RAMNIWAS RARA,M,48.0,GEN,HJCBL,14437.0
6784,128416,HARYANA,2009,52 HISAR,4 HANUMAN AREN,M,36.0,GEN,INLD,6527.0
6785,128417,HARYANA,2009,52 HISAR,5 RAVI KUMAR SAINI,M,43.0,GEN,BJP,2594.0
6786,128418,HARYANA,2009,52 HISAR,6 RAJENDER SHARMA,M,49.0,GEN,BSP,944.0
6787,128419,HARYANA,2009,52 HISAR,7 SATPAL,M,40.0,GEN,NCP,362.0
6788,128420,HARYANA,2009,52 HISAR,7 SATPAL,M,40.0,GEN,NCP,362.0
6789,128421,HARYANA,2009,52 HISAR,8 RACHNA KAPOOR,F,28.0,GEN,IND,330.0
6790,128422,HARYANA,2009,52 HISAR,9 HARISH GOYENKA,M,34.0,GEN,IND,324.0
6791,128423,HARYANA,2009,52 HISAR,10 BHIM SINGH MAHESHWAL,M,39.0,SC,LJP,306.0
6792,128424,HARYANA,2009,52 HISAR,11 CHANDER PARKASH,M,44.0,GEN,IND,298.0
6793,128425,HARYANA,2009,52 HISAR,12 ATTAM PARKASH RAHEJA,M,42.0,GEN,IND,271.0
6794,128426,HARYANA,2009,52 HISAR,13 ANIL KUMAR,M,34.0,GEN,IND,209.0
6795,128427,HARYANA,2009,52 HISAR,14 ANKIT,M,28.0,GEN,IND,185.0
6796,128428,HARYANA,2009,52 HISAR,15 GANGA SINGH,M,41.0,GEN,SMBHP,135.0
6797,128429,HARYANA,2009,52 HISAR,16 SUDHARSHAN KUMAR,M,49.0,SC,IND,104.0
6798,128430,HARYANA,2009,53 NALWA,1 SAMPAT SINGH,M,62.0,GEN,INC,38138.0
6799,128431,HARYANA,2009,53 NALWA,2 JASMA DEVI,F,63.0,GEN,HJCBL,27237.0
6800,128432,HARYANA,2009,53 NALWA,3 RANBIR SINGH,M,45.0,GEN,INLD,21799.0
6801,128433,HARYANA,2009,53 NALWA,4 GANGADHAR,M,69.0,GEN,BSP,2877.0
6802,128434,HARYANA,2009,53 NALWA,5 MADAN RAWALWASIA,M,37.0,GEN,BJP,1144.0
6803,128435,HARYANA,2009,53 NALWA,6 CHHOTU RAM S/O KIRTA RAM,M,41.0,GEN,IND,282.0
6804,128436,HARYANA,2009,53 NALWA,7 RAJENDER SINGH,M,44.0,GEN,IND,280.0
6805,128437,HARYANA,2009,53 NALWA,8 KRISHNA PANGHAL,F,45.0,GEN,IND,270.0
6806,128438,HARYANA,2009,53 NALWA,9 VIRENDER SINGH,M,39.0,GEN,HASWP,253.0
6807,128439,HARYANA,2009,53 NALWA,10 INDER SINGH,M,33.0,GEN,IND,252.0
6808,128440,HARYANA,2009,53 NALWA,11 KULDEEP SINGH,M,32.0,GEN,IND,248.0
6809,128441,HARYANA,2009,53 NALWA,12 SATISH,M,25.0,GEN,IND,245.0
6810,128442,HARYANA,2009,53 NALWA,13 NARENDER,M,42.0,GEN,IND,237.0
6811,128443,HARYANA,2009,53 NALWA,14 SURENDER SINGH,M,34.0,GEN,SMBHP,231.0
6812,128444,HARYANA,2009,53 NALWA,15 ARYA SURENDER SINGH,M,34.0,GEN,RARS,184.0
6813,128445,HARYANA,2009,53 NALWA,16 RAJENDER,M,45.0,GEN,IND,153.0
6814,128446,HARYANA,2009,53 NALWA,17 SAJAN LAWAT,M,45.0,GEN,IND,130.0
6815,128447,HARYANA,2009,53 NALWA,18 ASHOK SINGH,M,38.0,GEN,IND,100.0
6816,128448,HARYANA,2009,53 NALWA,19 CHHOTU RAM S/O LADHU,M,44.0,GEN,IND,83.0
6817,128449,HARYANA,2009,53 NALWA,20 AMILAL,M,36.0,GEN,IND,80.0
6818,128450,HARYANA,2009,53 NALWA,21 RAN SINGH,M,49.0,GEN,IND,72.0
6819,128451,HARYANA,2009,54 LOHARU,1 DHARAM PAL,M,62.0,GEN,INLD,30887.0
6820,128452,HARYANA,2009,54 LOHARU,2 JAI PARKASH DALAL,M,52.0,GEN,IND,30264.0
6821,128453,HARYANA,2009,54 LOHARU,3 SOMVIR SINGH S/O GANPAT,M,58.0,GEN,INC,24380.0
6822,128454,HARYANA,2009,54 LOHARU,4 RATTANPAL,M,35.0,GEN,IND,6710.0
6823,128455,HARYANA,2009,54 LOHARU,5 RAVI,M,39.0,GEN,BSP,5930.0
6824,128456,HARYANA,2009,54 LOHARU,6 MADAN LAL,M,45.0,GEN,HJCBL,5693.0
6825,128457,HARYANA,2009,54 LOHARU,7 PILOT SANDEEP ARYA,M,39.0,GEN,IND,4416.0
6826,128458,HARYANA,2009,54 LOHARU,8 DAYANAND POONIA,M,46.0,GEN,CPM,1566.0
6827,128459,HARYANA,2009,54 LOHARU,9 DHARAMVEER,M,51.0,GEN,BJP,884.0
6828,128460,HARYANA,2009,54 LOHARU,10 KAPOOR SINGH,M,29.0,GEN,SMBHP,385.0
6829,128461,HARYANA,2009,54 LOHARU,11 CHANDER BHAN,M,32.0,GEN,IND,368.0
6830,128462,HARYANA,2009,54 LOHARU,12 ISHWAR SINGH LAKHLAN,M,39.0,GEN,IND,335.0
6831,128463,HARYANA,2009,54 LOHARU,13 PAWAN KUMAR,M,36.0,GEN,IND,328.0
6832,128464,HARYANA,2009,54 LOHARU,14 PUSHPA RANI,F,48.0,SC,ABLTP,264.0
6833,128465,HARYANA,2009,54 LOHARU,15 RAJBIR SINGH,M,28.0,GEN,IND,261.0
6834,128466,HARYANA,2009,54 LOHARU,16 DHOOP SINGH,M,72.0,GEN,IND,255.0
6835,128467,HARYANA,2009,54 LOHARU,17 MOHAN LAL,M,60.0,GEN,IND,215.0
6836,128468,HARYANA,2009,54 LOHARU,18 SOMBIR S/O CHUNI LAL,M,44.0,GEN,IND,214.0
6837,128469,HARYANA,2009,54 LOHARU,19 OM PAL,M,45.0,GEN,NCP,197.0
6838,128470,HARYANA,2009,54 LOHARU,20 SADHU RAM,M,32.0,SC,IND,171.0
6839,129014,HARYANA,2019,1 KALKA,1 PARDEEP CHAUDHARY,M,58.0,GEN,INC,57948.0
6840,129015,HARYANA,2019,1 KALKA,2 LATIKA SHARMA,F,54.0,GEN,BJP,52017.0
6841,129016,HARYANA,2019,1 KALKA,3 KIRAN CHAUDHARY,F,38.0,GEN,JNJP,7739.0
6842,129017,HARYANA,2019,1 KALKA,4 SATINDER SINGH,M,49.0,GEN,INLD,4963.0
6843,129018,HARYANA,2019,1 KALKA,5 ASHWANI NAGRA,M,35.0,GEN,BSP,2573.0
6844,129019,HARYANA,2019,1 KALKA,6 NOTA,NOTA,NOTA,NOTA,NOTA,737.0
6845,129020,HARYANA,2019,1 KALKA,7 UMESH KUMAR,M,29.0,GEN,IND,684.0
6846,129021,HARYANA,2019,1 KALKA,8 PARVEEN KUMAR,M,38.0,GEN,AAAP,446.0
6847,129022,HARYANA,2019,1 KALKA,9 CHARAN SINGH,M,62.0,GEN,SHPP,394.0
6848,129023,HARYANA,2019,1 KALKA,10 VIDYA RANI,F,66.0,SC,IND,356.0
6849,129024,HARYANA,2019,1 KALKA,11 MEENAKSHI SHARMA,F,59.0,GEN,JANSP,174.0
6850,129025,HARYANA,2019,2 PANCHKULA,1 GIAN CHAND GUPTA,M,71.0,GEN,BJP,61537.0
6851,129026,HARYANA,2019,2 PANCHKULA,2 CHANDER MOHAN,M,54.0,GEN,INC,55904.0
6852,129027,HARYANA,2019,2 PANCHKULA,3 KARUNDEEP CHAUDHARY,M,29.0,GEN,INLD,2342.0
6853,129028,HARYANA,2019,2 PANCHKULA,4 NOTA,NOTA,NOTA,NOTA,NOTA,1195.0
6854,129029,HARYANA,2019,2 PANCHKULA,5 ROSHAN LAL KOCHER,M,68.0,GEN,BSP,1055.0
6855,129030,HARYANA,2019,2 PANCHKULA,6 YOGESHWAR SHARMA,M,43.0,GEN,AAAP,959.0
6856,129031,HARYANA,2019,2 PANCHKULA,7 MANOJ KUMAR,M,38.0,GEN,RTRJP,765.0
6857,129032,HARYANA,2019,2 PANCHKULA,8 AJAY GAUTAM,M,46.0,GEN,JNJP,677.0
6858,129033,HARYANA,2019,2 PANCHKULA,9 MADHU ANAND,F,70.0,GEN,SWARAJ,470.0
6859,129034,HARYANA,2019,2 PANCHKULA,10 SUNITA,F,36.0,GEN,IND,350.0
6860,129035,HARYANA,2019,2 PANCHKULA,11 MUKHTIAR SINGH,M,79.0,GEN,IND,309.0
6861,129036,HARYANA,2019,2 PANCHKULA,12 PREM LATA JINDAL,F,75.0,GEN,IND,175.0
6862,129037,HARYANA,2019,2 PANCHKULA,13 SURESH KUMAR,M,54.0,SC,SHPP,96.0
6863,129038,HARYANA,2019,2 PANCHKULA,14 GURTEJ SINGH ( BHOLA),M,44.0,GEN,IND,87.0
6864,129039,HARYANA,2019,2 PANCHKULA,15 RAHUL KUMAR SHARMA,M,25.0,GEN,JANSP,78.0
6865,129040,HARYANA,2019,3 NARAINGARH,1 SHALLEY,F,53.0,GEN,INC,53470.0
6866,129041,HARYANA,2019,3 NARAINGARH,2 SURENDER SINGH,M,54.0,GEN,BJP,32870.0
6867,129042,HARYANA,2019,3 NARAINGARH,3 RAM SINGH DHILLON,M,66.0,GEN,JNJP,18753.0
6868,129043,HARYANA,2019,3 NARAINGARH,4 GULSHAN KUMAR,M,38.0,GEN,LTSP,15454.0
6869,129044,HARYANA,2019,3 NARAINGARH,5 MADAN PAL,M,62.0,GEN,BSP,7926.0
6870,129045,HARYANA,2019,3 NARAINGARH,6 JAGMAL SINGH ROLLOYO,M,61.0,GEN,INLD,2242.0
6871,129046,HARYANA,2019,3 NARAINGARH,7 GURPAL SINGH,M,50.0,GEN,IND,2203.0
6872,129047,HARYANA,2019,3 NARAINGARH,8 MAHENDER SINGH,M,39.0,GEN,IND,617.0
6873,129048,HARYANA,2019,3 NARAINGARH,9 NOTA,NOTA,NOTA,NOTA,NOTA,508.0
6874,129049,HARYANA,2019,3 NARAINGARH,10 VED RAJ,M,59.0,SC,IND,414.0
6875,129050,HARYANA,2019,3 NARAINGARH,11 SURESH KUMAR PUNIA,M,46.0,GEN,AIFB,255.0
6876,129051,HARYANA,2019,3 NARAINGARH,12 LAKHVINDER SINGH,M,25.0,GEN,BAHUMP,243.0
6877,129052,HARYANA,2019,3 NARAINGARH,13 SHARVAN KUMAR,M,50.0,GEN,IND,217.0
6878,129053,HARYANA,2019,4 AMBALA CANTT.,1 ANIL VIJ,M,66.0,GEN,BJP,64571.0
6879,129054,HARYANA,2019,4 AMBALA CANTT.,2 CHITRA SARWARA,F,44.0,GEN,IND,44406.0
6880,129055,HARYANA,2019,4 AMBALA CANTT.,3 VENU SINGLA,F,46.0,GEN,INC,8534.0
6881,129056,HARYANA,2019,4 AMBALA CANTT.,4 RAJESH KUMAR,M,35.0,SC,BSP,1938.0
6882,129057,HARYANA,2019,4 AMBALA CANTT.,5 NOTA,NOTA,NOTA,NOTA,NOTA,1013.0
6883,129058,HARYANA,2019,4 AMBALA CANTT.,6 SHAILENDAR KUMAR,M,33.0,GEN,LTSP,641.0
6884,129059,HARYANA,2019,4 AMBALA CANTT.,7 LAKHBIR SINGH ALIAS LATIKA,F,38.0,GEN,BJSAP,632.0
6885,129060,HARYANA,2019,5 AMBALA CITY,1 ASEEM GOEL NANEOLA,M,39.0,GEN,BJP,64896.0
6886,129061,HARYANA,2019,5 AMBALA CITY,2 NIRMAL SINGH MOHRA,M,66.0,GEN,IND,55944.0
6887,129062,HARYANA,2019,5 AMBALA CITY,2 NIRMAL SINGH MOHRA,M,66.0,GEN,IND,55944.0
6888,129063,HARYANA,2019,5 AMBALA CITY,3 JASBIR MALLOUR,M,53.0,GEN,INC,20091.0
6889,129064,HARYANA,2019,5 AMBALA CITY,4 HARPAL SINGH KAMBOJ,M,49.0,GEN,JNJP,5711.0
6890,129065,HARYANA,2019,5 AMBALA CITY,5 RAVINDER SINGH,M,58.0,GEN,BSP,2890.0
6891,129066,HARYANA,2019,5 AMBALA CITY,6 NOTA,NOTA,NOTA,NOTA,NOTA,1484.0
6892,129067,HARYANA,2019,5 AMBALA CITY,7 ANSHUL KUMAR AGGARWAL,M,28.0,GEN,AAAP,868.0
6893,129068,HARYANA,2019,5 AMBALA CITY,8 SHARAN PAL SACHDEVA,M,58.0,GEN,LTSP,585.0
6894,129069,HARYANA,2019,5 AMBALA CITY,9 NIRMAL SINGH,M,54.0,SC,IND,547.0
6895,129070,HARYANA,2019,5 AMBALA CITY,10 YOGESH KUMAR,M,32.0,GEN,IND,465.0
6896,129071,HARYANA,2019,5 AMBALA CITY,11 RAJESH PAHUJA,M,48.0,GEN,IND,291.0
6897,129072,HARYANA,2019,6 MULANA,1 VARUN CHAUDHARY,M,39.0,SC,INC,67051.0
6898,129073,HARYANA,2019,6 MULANA,2 RAJBIR SINGH,M,52.0,SC,BJP,65363.0
6899,129074,HARYANA,2019,6 MULANA,3 KRISHAN DASS,M,60.0,SC,BSP,10451.0
6900,129075,HARYANA,2019,6 MULANA,4 AMAR NATH,M,63.0,SC,JNJP,4790.0
6901,129076,HARYANA,2019,6 MULANA,5 DAYA RANI,F,41.0,SC,INLD,4479.0
6902,129077,HARYANA,2019,6 MULANA,6 NOTA,NOTA,NOTA,NOTA,NOTA,581.0
6903,129078,HARYANA,2019,6 MULANA,7 ANIL KUMAR,M,39.0,SC,IND,486.0
6904,129079,HARYANA,2019,6 MULANA,8 MEWA DASS,M,63.0,SC,IND,377.0
6905,129080,HARYANA,2019,6 MULANA,9 SURAJ BHAN,M,62.0,SC,IND,205.0
6906,129081,HARYANA,2019,7 SADHAURA,1 RENU BALA,F,39.0,SC,INC,65806.0
6907,129082,HARYANA,2019,7 SADHAURA,2 BALWANT SINGH,M,69.0,SC,BJP,48786.0
6908,129083,HARYANA,2019,7 SADHAURA,3 SAHI RAM,M,56.0,SC,BSP,25874.0
